Num1,Num2,Num3,Num4,Num5,Num6,combined
6,7,15,24,28,30,Num1: 6; Num2: 7; Num3: 15; Num4: 24; Num5: 28; Num6: 30
4,17,18,27,39,43,Num1: 4; Num2: 17; Num3: 18; Num4: 27; Num5: 39; Num6: 43
8,10,14,27,33,38,Num1: 8; Num2: 10; Num3: 14; Num4: 27; Num5: 33; Num6: 38
10,11,26,31,34,44,Num1: 10; Num2: 11; Num3: 26; Num4: 31; Num5: 34; Num6: 44
1,17,27,28,29,40,Num1: 1; Num2: 17; Num3: 27; Num4: 28; Num5: 29; Num6: 40
8,15,19,21,34,44,Num1: 8; Num2: 15; Num3: 19; Num4: 21; Num5: 34; Num6: 44
6,11,26,27,28,44,Num1: 6; Num2: 11; Num3: 26; Num4: 27; Num5: 28; Num6: 44
4,9,10,29,31,34,Num1: 4; Num2: 9; Num3: 10; Num4: 29; Num5: 31; Num6: 34
2,11,13,14,28,30,Num1: 2; Num2: 11; Num3: 13; Num4: 14; Num5: 28; Num6: 30
11,13,15,26,28,34,Num1: 11; Num2: 13; Num3: 15; Num4: 26; Num5: 28; Num6: 34
4,5,14,20,22,43,Num1: 4; Num2: 5; Num3: 14; Num4: 20; Num5: 22; Num6: 43
5,6,8,11,22,26,Num1: 5; Num2: 6; Num3: 8; Num4: 11; Num5: 22; Num6: 26
7,17,20,26,30,40,Num1: 7; Num2: 17; Num3: 20; Num4: 26; Num5: 30; Num6: 40
2,14,15,22,23,44,Num1: 2; Num2: 14; Num3: 15; Num4: 22; Num5: 23; Num6: 44
2,9,15,23,34,40,Num1: 2; Num2: 9; Num3: 15; Num4: 23; Num5: 34; Num6: 40
4,7,39,41,42,45,Num1: 4; Num2: 7; Num3: 39; Num4: 41; Num5: 42; Num6: 45
11,14,22,35,37,39,Num1: 11; Num2: 14; Num3: 22; Num4: 35; Num5: 37; Num6: 39
1,3,18,32,40,41,Num1: 1; Num2: 3; Num3: 18; Num4: 32; Num5: 40; Num6: 41
6,9,21,31,32,40,Num1: 6; Num2: 9; Num3: 21; Num4: 31; Num5: 32; Num6: 40
9,20,21,22,30,37,Num1: 9; Num2: 20; Num3: 21; Num4: 22; Num5: 30; Num6: 37
6,7,13,16,24,25,Num1: 6; Num2: 7; Num3: 13; Num4: 16; Num5: 24; Num6: 25
7,12,21,24,27,36,Num1: 7; Num2: 12; Num3: 21; Num4: 24; Num5: 27; Num6: 36
1,2,10,25,26,44,Num1: 1; Num2: 2; Num3: 10; Num4: 25; Num5: 26; Num6: 44
5,20,21,24,33,40,Num1: 5; Num2: 20; Num3: 21; Num4: 24; Num5: 33; Num6: 40
10,14,22,24,28,37,Num1: 10; Num2: 14; Num3: 22; Num4: 24; Num5: 28; Num6: 37
5,9,15,19,22,36,Num1: 5; Num2: 9; Num3: 15; Num4: 19; Num5: 22; Num6: 36
6,12,18,31,38,43,Num1: 6; Num2: 12; Num3: 18; Num4: 31; Num5: 38; Num6: 43
9,21,27,34,41,43,Num1: 9; Num2: 21; Num3: 27; Num4: 34; Num5: 41; Num6: 43
1,2,9,17,19,42,Num1: 1; Num2: 2; Num3: 9; Num4: 17; Num5: 19; Num6: 42
10,15,20,23,42,44,Num1: 10; Num2: 15; Num3: 20; Num4: 23; Num5: 42; Num6: 44
12,13,17,22,25,33,Num1: 12; Num2: 13; Num3: 17; Num4: 22; Num5: 25; Num6: 33
18,20,31,34,40,45,Num1: 18; Num2: 20; Num3: 31; Num4: 34; Num5: 40; Num6: 45
11,15,20,26,31,35,Num1: 11; Num2: 15; Num3: 20; Num4: 26; Num5: 31; Num6: 35
1,13,20,22,25,28,Num1: 1; Num2: 13; Num3: 20; Num4: 22; Num5: 25; Num6: 28
9,16,28,40,41,43,Num1: 9; Num2: 16; Num3: 28; Num4: 40; Num5: 41; Num6: 43
1,3,7,8,24,42,Num1: 1; Num2: 3; Num3: 7; Num4: 8; Num5: 24; Num6: 42
10,11,18,22,28,39,Num1: 10; Num2: 11; Num3: 18; Num4: 22; Num5: 28; Num6: 39
16,17,28,37,39,40,Num1: 16; Num2: 17; Num3: 28; Num4: 37; Num5: 39; Num6: 40
7,16,18,20,23,26,Num1: 7; Num2: 16; Num3: 18; Num4: 20; Num5: 23; Num6: 26
1,8,9,17,29,32,Num1: 1; Num2: 8; Num3: 9; Num4: 17; Num5: 29; Num6: 32
1,26,31,34,40,43,Num1: 1; Num2: 26; Num3: 31; Num4: 34; Num5: 40; Num6: 43
4,7,10,19,31,40,Num1: 4; Num2: 7; Num3: 10; Num4: 19; Num5: 31; Num6: 40
7,12,19,21,29,32,Num1: 7; Num2: 12; Num3: 19; Num4: 21; Num5: 29; Num6: 32
11,22,24,32,36,38,Num1: 11; Num2: 22; Num3: 24; Num4: 32; Num5: 36; Num6: 38
4,15,28,33,37,40,Num1: 4; Num2: 15; Num3: 28; Num4: 33; Num5: 37; Num6: 40
10,15,22,24,27,42,Num1: 10; Num2: 15; Num3: 22; Num4: 24; Num5: 27; Num6: 42
1,5,10,12,16,20,Num1: 1; Num2: 5; Num3: 10; Num4: 12; Num5: 16; Num6: 20
1,2,8,17,26,37,Num1: 1; Num2: 2; Num3: 8; Num4: 17; Num5: 26; Num6: 37
6,10,22,31,35,40,Num1: 6; Num2: 10; Num3: 22; Num4: 31; Num5: 35; Num6: 40
5,22,29,31,34,39,Num1: 5; Num2: 22; Num3: 29; Num4: 31; Num5: 34; Num6: 39
6,22,29,37,43,45,Num1: 6; Num2: 22; Num3: 29; Num4: 37; Num5: 43; Num6: 45
1,11,13,24,28,40,Num1: 1; Num2: 11; Num3: 13; Num4: 24; Num5: 28; Num6: 40
4,8,19,25,27,45,Num1: 4; Num2: 8; Num3: 19; Num4: 25; Num5: 27; Num6: 45
11,13,15,17,25,34,Num1: 11; Num2: 13; Num3: 15; Num4: 17; Num5: 25; Num6: 34
15,26,37,42,43,45,Num1: 15; Num2: 26; Num3: 37; Num4: 42; Num5: 43; Num6: 45
8,11,14,16,18,21,Num1: 8; Num2: 11; Num3: 14; Num4: 16; Num5: 18; Num6: 21
7,9,15,26,27,42,Num1: 7; Num2: 9; Num3: 15; Num4: 26; Num5: 27; Num6: 42
16,18,24,42,44,45,Num1: 16; Num2: 18; Num3: 24; Num4: 42; Num5: 44; Num6: 45
17,20,35,36,41,43,Num1: 17; Num2: 20; Num3: 35; Num4: 36; Num5: 41; Num6: 43
11,21,24,30,39,45,Num1: 11; Num2: 21; Num3: 24; Num4: 30; Num5: 39; Num6: 45
3,22,25,29,32,44,Num1: 3; Num2: 22; Num3: 25; Num4: 29; Num5: 32; Num6: 44
5,12,19,26,27,44,Num1: 5; Num2: 12; Num3: 19; Num4: 26; Num5: 27; Num6: 44
5,15,21,25,26,30,Num1: 5; Num2: 15; Num3: 21; Num4: 25; Num5: 26; Num6: 30
2,5,7,14,16,40,Num1: 2; Num2: 5; Num3: 7; Num4: 14; Num5: 16; Num6: 40
11,12,14,21,32,38,Num1: 11; Num2: 12; Num3: 14; Num4: 21; Num5: 32; Num6: 38
2,3,22,27,30,40,Num1: 2; Num2: 3; Num3: 22; Num4: 27; Num5: 30; Num6: 40
5,10,16,24,27,35,Num1: 5; Num2: 10; Num3: 16; Num4: 24; Num5: 27; Num6: 35
4,16,23,25,35,40,Num1: 4; Num2: 16; Num3: 23; Num4: 25; Num5: 35; Num6: 40
1,10,19,20,24,40,Num1: 1; Num2: 10; Num3: 19; Num4: 20; Num5: 24; Num6: 40
1,9,10,12,21,40,Num1: 1; Num2: 9; Num3: 10; Num4: 12; Num5: 21; Num6: 40
10,14,18,21,36,37,Num1: 10; Num2: 14; Num3: 18; Num4: 21; Num5: 36; Num6: 37
2,8,14,25,29,45,Num1: 2; Num2: 8; Num3: 14; Num4: 25; Num5: 29; Num6: 45
5,8,29,30,35,44,Num1: 5; Num2: 8; Num3: 29; Num4: 30; Num5: 35; Num6: 44
14,19,36,43,44,45,Num1: 14; Num2: 19; Num3: 36; Num4: 43; Num5: 44; Num6: 45
11,16,19,22,29,36,Num1: 11; Num2: 16; Num3: 19; Num4: 22; Num5: 29; Num6: 36
5,16,17,20,26,41,Num1: 5; Num2: 16; Num3: 17; Num4: 20; Num5: 26; Num6: 41
5,25,27,29,34,36,Num1: 5; Num2: 25; Num3: 27; Num4: 29; Num5: 34; Num6: 36
1,8,18,24,29,33,Num1: 1; Num2: 8; Num3: 18; Num4: 24; Num5: 29; Num6: 33
5,13,14,20,24,25,Num1: 5; Num2: 13; Num3: 14; Num4: 20; Num5: 24; Num6: 25
3,14,17,20,24,31,Num1: 3; Num2: 14; Num3: 17; Num4: 20; Num5: 24; Num6: 31
3,8,13,27,32,42,Num1: 3; Num2: 8; Num3: 13; Num4: 27; Num5: 32; Num6: 42
5,13,14,22,44,45,Num1: 5; Num2: 13; Num3: 14; Num4: 22; Num5: 44; Num6: 45
15,20,23,29,39,42,Num1: 15; Num2: 20; Num3: 23; Num4: 29; Num5: 39; Num6: 42
1,2,15,28,34,45,Num1: 1; Num2: 2; Num3: 15; Num4: 28; Num5: 34; Num6: 45
1,10,17,29,31,43,Num1: 1; Num2: 10; Num3: 17; Num4: 29; Num5: 31; Num6: 43
1,13,14,33,34,43,Num1: 1; Num2: 13; Num3: 14; Num4: 33; Num5: 34; Num6: 43
1,8,19,34,39,43,Num1: 1; Num2: 8; Num3: 19; Num4: 34; Num5: 39; Num6: 43
18,24,26,29,34,38,Num1: 18; Num2: 24; Num3: 26; Num4: 29; Num5: 34; Num6: 38
6,8,14,21,30,37,Num1: 6; Num2: 8; Num3: 14; Num4: 21; Num5: 30; Num6: 37
2,13,34,38,42,45,Num1: 2; Num2: 13; Num3: 34; Num4: 38; Num5: 42; Num6: 45
1,5,14,18,32,37,Num1: 1; Num2: 5; Num3: 14; Num4: 18; Num5: 32; Num6: 37
3,5,20,34,35,44,Num1: 3; Num2: 5; Num3: 20; Num4: 34; Num5: 35; Num6: 44
5,9,16,23,26,45,Num1: 5; Num2: 9; Num3: 16; Num4: 23; Num5: 26; Num6: 45
13,15,21,29,39,43,Num1: 13; Num2: 15; Num3: 21; Num4: 29; Num5: 39; Num6: 43
5,14,27,30,39,43,Num1: 5; Num2: 14; Num3: 27; Num4: 30; Num5: 39; Num6: 43
16,17,34,36,42,45,Num1: 16; Num2: 17; Num3: 34; Num4: 36; Num5: 42; Num6: 45
4,9,14,26,31,44,Num1: 4; Num2: 9; Num3: 14; Num4: 26; Num5: 31; Num6: 44
3,4,16,17,19,20,Num1: 3; Num2: 4; Num3: 16; Num4: 17; Num5: 19; Num6: 20
9,17,19,30,35,42,Num1: 9; Num2: 17; Num3: 19; Num4: 30; Num5: 35; Num6: 42
1,6,9,16,17,28,Num1: 1; Num2: 6; Num3: 9; Num4: 16; Num5: 17; Num6: 28
6,12,13,17,32,44,Num1: 6; Num2: 12; Num3: 13; Num4: 17; Num5: 32; Num6: 44
16,23,25,33,36,39,Num1: 16; Num2: 23; Num3: 25; Num4: 33; Num5: 36; Num6: 39
7,17,20,32,44,45,Num1: 7; Num2: 17; Num3: 20; Num4: 32; Num5: 44; Num6: 45
2,4,21,25,33,36,Num1: 2; Num2: 4; Num3: 21; Num4: 25; Num5: 33; Num6: 36
10,14,15,32,36,42,Num1: 10; Num2: 14; Num3: 15; Num4: 32; Num5: 36; Num6: 42
9,18,29,32,38,43,Num1: 9; Num2: 18; Num3: 29; Num4: 32; Num5: 38; Num6: 43
12,18,20,21,25,34,Num1: 12; Num2: 18; Num3: 20; Num4: 21; Num5: 25; Num6: 34
16,19,23,25,41,45,Num1: 16; Num2: 19; Num3: 23; Num4: 25; Num5: 41; Num6: 45
5,8,22,28,33,42,Num1: 5; Num2: 8; Num3: 22; Num4: 28; Num5: 33; Num6: 42
2,17,19,20,34,45,Num1: 2; Num2: 17; Num3: 19; Num4: 20; Num5: 34; Num6: 45
3,10,11,22,36,39,Num1: 3; Num2: 10; Num3: 11; Num4: 22; Num5: 36; Num6: 39
10,11,21,27,31,39,Num1: 10; Num2: 11; Num3: 21; Num4: 27; Num5: 31; Num6: 39
1,13,33,35,43,45,Num1: 1; Num2: 13; Num3: 33; Num4: 35; Num5: 43; Num6: 45
15,17,19,34,38,41,Num1: 15; Num2: 17; Num3: 19; Num4: 34; Num5: 38; Num6: 41
9,17,34,35,43,45,Num1: 9; Num2: 17; Num3: 34; Num4: 35; Num5: 43; Num6: 45
2,3,5,6,12,20,Num1: 2; Num2: 3; Num3: 5; Num4: 6; Num5: 12; Num6: 20
4,12,24,27,28,32,Num1: 4; Num2: 12; Num3: 24; Num4: 27; Num5: 28; Num6: 32
1,5,19,28,34,41,Num1: 1; Num2: 5; Num3: 19; Num4: 28; Num5: 34; Num6: 41
1,2,5,11,18,36,Num1: 1; Num2: 2; Num3: 5; Num4: 11; Num5: 18; Num6: 36
14,15,17,19,37,45,Num1: 14; Num2: 15; Num3: 17; Num4: 19; Num5: 37; Num6: 45
5,15,21,23,25,45,Num1: 5; Num2: 15; Num3: 21; Num4: 23; Num5: 25; Num6: 45
4,18,23,30,34,41,Num1: 4; Num2: 18; Num3: 23; Num4: 30; Num5: 34; Num6: 41
7,8,18,21,23,39,Num1: 7; Num2: 8; Num3: 18; Num4: 21; Num5: 23; Num6: 39
4,10,16,26,33,41,Num1: 4; Num2: 10; Num3: 16; Num4: 26; Num5: 33; Num6: 41
2,14,17,30,38,45,Num1: 2; Num2: 14; Num3: 17; Num4: 30; Num5: 38; Num6: 45
13,19,20,32,38,42,Num1: 13; Num2: 19; Num3: 20; Num4: 32; Num5: 38; Num6: 42
7,11,13,33,37,43,Num1: 7; Num2: 11; Num3: 13; Num4: 33; Num5: 37; Num6: 43
7,9,10,12,26,38,Num1: 7; Num2: 9; Num3: 10; Num4: 12; Num5: 26; Num6: 38
1,3,20,25,36,45,Num1: 1; Num2: 3; Num3: 20; Num4: 25; Num5: 36; Num6: 45
5,9,27,29,37,40,Num1: 5; Num2: 9; Num3: 27; Num4: 29; Num5: 37; Num6: 40
6,11,19,20,28,32,Num1: 6; Num2: 11; Num3: 19; Num4: 20; Num5: 28; Num6: 32
3,8,15,27,30,45,Num1: 3; Num2: 8; Num3: 15; Num4: 27; Num5: 30; Num6: 45
1,4,12,16,18,38,Num1: 1; Num2: 4; Num3: 12; Num4: 16; Num5: 18; Num6: 38
6,10,17,30,37,38,Num1: 6; Num2: 10; Num3: 17; Num4: 30; Num5: 37; Num6: 38
1,9,17,21,29,33,Num1: 1; Num2: 9; Num3: 17; Num4: 21; Num5: 29; Num6: 33
17,18,31,32,33,34,Num1: 17; Num2: 18; Num3: 31; Num4: 32; Num5: 33; Num6: 34
3,7,8,18,20,42,Num1: 3; Num2: 7; Num3: 8; Num4: 18; Num5: 20; Num6: 42
8,13,18,32,39,45,Num1: 8; Num2: 13; Num3: 18; Num4: 32; Num5: 39; Num6: 45
3,14,33,37,38,42,Num1: 3; Num2: 14; Num3: 33; Num4: 37; Num5: 38; Num6: 42
1,12,17,28,35,41,Num1: 1; Num2: 12; Num3: 17; Num4: 28; Num5: 35; Num6: 41
6,12,24,27,35,37,Num1: 6; Num2: 12; Num3: 24; Num4: 27; Num5: 35; Num6: 37
1,15,19,40,42,44,Num1: 1; Num2: 15; Num3: 19; Num4: 40; Num5: 42; Num6: 44
13,33,37,40,41,45,Num1: 13; Num2: 33; Num3: 37; Num4: 40; Num5: 41; Num6: 45
2,7,15,24,30,45,Num1: 2; Num2: 7; Num3: 15; Num4: 24; Num5: 30; Num6: 45
6,8,18,31,38,45,Num1: 6; Num2: 8; Num3: 18; Num4: 31; Num5: 38; Num6: 45
2,5,10,18,31,32,Num1: 2; Num2: 5; Num3: 10; Num4: 18; Num5: 31; Num6: 32
1,3,4,6,14,41,Num1: 1; Num2: 3; Num3: 4; Num4: 6; Num5: 14; Num6: 41
10,11,23,24,36,37,Num1: 10; Num2: 11; Num3: 23; Num4: 24; Num5: 36; Num6: 37
7,16,31,36,37,38,Num1: 7; Num2: 16; Num3: 31; Num4: 36; Num5: 37; Num6: 38
3,11,37,39,41,43,Num1: 3; Num2: 11; Num3: 37; Num4: 39; Num5: 41; Num6: 43
10,12,13,15,25,29,Num1: 10; Num2: 12; Num3: 13; Num4: 15; Num5: 25; Num6: 29
4,15,21,33,39,41,Num1: 4; Num2: 15; Num3: 21; Num4: 33; Num5: 39; Num6: 41
14,19,20,35,38,40,Num1: 14; Num2: 19; Num3: 20; Num4: 35; Num5: 38; Num6: 40
13,14,15,26,35,39,Num1: 13; Num2: 14; Num3: 15; Num4: 26; Num5: 35; Num6: 39
1,8,24,31,34,44,Num1: 1; Num2: 8; Num3: 24; Num4: 31; Num5: 34; Num6: 44
7,9,12,27,39,43,Num1: 7; Num2: 9; Num3: 12; Num4: 27; Num5: 39; Num6: 43
3,8,9,27,29,40,Num1: 3; Num2: 8; Num3: 9; Num4: 27; Num5: 29; Num6: 40
5,9,12,20,21,26,Num1: 5; Num2: 9; Num3: 12; Num4: 20; Num5: 21; Num6: 26
5,18,20,36,42,43,Num1: 5; Num2: 18; Num3: 20; Num4: 36; Num5: 42; Num6: 43
3,10,19,24,32,45,Num1: 3; Num2: 10; Num3: 19; Num4: 24; Num5: 32; Num6: 45
7,8,24,34,36,41,Num1: 7; Num2: 8; Num3: 24; Num4: 34; Num5: 36; Num6: 41
3,4,9,11,22,42,Num1: 3; Num2: 4; Num3: 9; Num4: 11; Num5: 22; Num6: 42
5,9,34,37,38,39,Num1: 5; Num2: 9; Num3: 34; Num4: 37; Num5: 38; Num6: 39
9,16,27,36,41,44,Num1: 9; Num2: 16; Num3: 27; Num4: 36; Num5: 41; Num6: 44
1,27,28,32,37,40,Num1: 1; Num2: 27; Num3: 28; Num4: 32; Num5: 37; Num6: 40
9,12,24,25,29,31,Num1: 9; Num2: 12; Num3: 24; Num4: 25; Num5: 29; Num6: 31
6,11,16,18,31,43,Num1: 6; Num2: 11; Num3: 16; Num4: 18; Num5: 31; Num6: 43
7,12,15,24,37,40,Num1: 7; Num2: 12; Num3: 15; Num4: 24; Num5: 37; Num6: 40
4,5,14,35,42,45,Num1: 4; Num2: 5; Num3: 14; Num4: 35; Num5: 42; Num6: 45
14,27,30,31,38,40,Num1: 14; Num2: 27; Num3: 30; Num4: 31; Num5: 38; Num6: 40
6,13,27,31,32,37,Num1: 6; Num2: 13; Num3: 27; Num4: 31; Num5: 32; Num6: 37
4,11,14,21,23,43,Num1: 4; Num2: 11; Num3: 14; Num4: 21; Num5: 23; Num6: 43
1,5,6,24,27,42,Num1: 1; Num2: 5; Num3: 6; Num4: 24; Num5: 27; Num6: 42
1,5,19,20,24,30,Num1: 1; Num2: 5; Num3: 19; Num4: 20; Num5: 24; Num6: 30
8,19,25,31,34,36,Num1: 8; Num2: 19; Num3: 25; Num4: 31; Num5: 34; Num6: 36
14,23,26,31,39,45,Num1: 14; Num2: 23; Num3: 26; Num4: 31; Num5: 39; Num6: 45
6,7,19,25,28,38,Num1: 6; Num2: 7; Num3: 19; Num4: 25; Num5: 28; Num6: 38
19,23,30,37,43,45,Num1: 19; Num2: 23; Num3: 30; Num4: 37; Num5: 43; Num6: 45
3,8,27,31,41,44,Num1: 3; Num2: 8; Num3: 27; Num4: 31; Num5: 41; Num6: 44
3,8,17,23,38,45,Num1: 3; Num2: 8; Num3: 17; Num4: 23; Num5: 38; Num6: 45
12,15,28,36,39,40,Num1: 12; Num2: 15; Num3: 28; Num4: 36; Num5: 39; Num6: 40
13,18,21,23,26,39,Num1: 13; Num2: 18; Num3: 21; Num4: 23; Num5: 26; Num6: 39
9,11,27,31,32,38,Num1: 9; Num2: 11; Num3: 27; Num4: 31; Num5: 32; Num6: 38
13,16,25,36,37,38,Num1: 13; Num2: 16; Num3: 25; Num4: 36; Num5: 37; Num6: 38
2,12,17,19,28,42,Num1: 2; Num2: 12; Num3: 17; Num4: 19; Num5: 28; Num6: 42
4,19,20,21,32,34,Num1: 4; Num2: 19; Num3: 20; Num4: 21; Num5: 32; Num6: 34
2,16,24,27,28,35,Num1: 2; Num2: 16; Num3: 24; Num4: 27; Num5: 28; Num6: 35
6,10,16,40,41,43,Num1: 6; Num2: 10; Num3: 16; Num4: 40; Num5: 41; Num6: 43
11,15,24,39,41,44,Num1: 11; Num2: 15; Num3: 24; Num4: 39; Num5: 41; Num6: 44
2,4,15,28,31,34,Num1: 2; Num2: 4; Num3: 15; Num4: 28; Num5: 31; Num6: 34
1,11,17,21,24,44,Num1: 1; Num2: 11; Num3: 17; Num4: 21; Num5: 24; Num6: 44
1,4,8,13,37,39,Num1: 1; Num2: 4; Num3: 8; Num4: 13; Num5: 37; Num6: 39
21,22,26,27,31,37,Num1: 21; Num2: 22; Num3: 26; Num4: 27; Num5: 31; Num6: 37
13,21,22,24,26,37,Num1: 13; Num2: 21; Num3: 22; Num4: 24; Num5: 26; Num6: 37
4,6,13,17,28,40,Num1: 4; Num2: 6; Num3: 13; Num4: 17; Num5: 28; Num6: 40
8,9,10,12,24,44,Num1: 8; Num2: 9; Num3: 10; Num4: 12; Num5: 24; Num6: 44
5,10,19,31,44,45,Num1: 5; Num2: 10; Num3: 19; Num4: 31; Num5: 44; Num6: 45
5,11,14,29,32,33,Num1: 5; Num2: 11; Num3: 14; Num4: 29; Num5: 32; Num6: 33
4,5,9,11,23,38,Num1: 4; Num2: 5; Num3: 9; Num4: 11; Num5: 23; Num6: 38
17,25,35,36,39,44,Num1: 17; Num2: 25; Num3: 35; Num4: 36; Num5: 39; Num6: 44
4,5,15,16,22,42,Num1: 4; Num2: 5; Num3: 15; Num4: 16; Num5: 22; Num6: 42
2,6,8,14,21,22,Num1: 2; Num2: 6; Num3: 8; Num4: 14; Num5: 21; Num6: 22
5,11,13,19,31,36,Num1: 5; Num2: 11; Num3: 13; Num4: 19; Num5: 31; Num6: 36
4,19,26,27,30,42,Num1: 4; Num2: 19; Num3: 26; Num4: 27; Num5: 30; Num6: 42
1,3,18,20,26,27,Num1: 1; Num2: 3; Num3: 18; Num4: 20; Num5: 26; Num6: 27
5,7,28,29,39,43,Num1: 5; Num2: 7; Num3: 28; Num4: 29; Num5: 39; Num6: 43
2,20,33,35,37,40,Num1: 2; Num2: 20; Num3: 33; Num4: 35; Num5: 37; Num6: 40
5,11,19,21,34,43,Num1: 5; Num2: 11; Num3: 19; Num4: 21; Num5: 34; Num6: 43
4,11,20,26,35,37,Num1: 4; Num2: 11; Num3: 20; Num4: 26; Num5: 35; Num6: 37
1,8,14,18,29,44,Num1: 1; Num2: 8; Num3: 14; Num4: 18; Num5: 29; Num6: 44
16,20,27,33,35,39,Num1: 16; Num2: 20; Num3: 27; Num4: 33; Num5: 35; Num6: 39
7,16,17,33,36,40,Num1: 7; Num2: 16; Num3: 17; Num4: 33; Num5: 36; Num6: 40
2,3,7,15,43,44,Num1: 2; Num2: 3; Num3: 7; Num4: 15; Num5: 43; Num6: 44
